ride_id,rideable_type,started_at,ended_at,start_station_name,end_station_name,start_lat,start_lng,end_lat,end_lng,member_casual
8285437AF8799CD0,classic_bike,9/4/2021 17:44,9/4/2021 18:13,DuSable Lake Shore Dr & Monroe St,Streeter Dr & Grand Ave,41.880958,-87.616743,41.892278,-87.612043,casual
82869634DF900089,docked_bike,9/4/2021 1:59,9/4/2021 3:19,Wells St & Elm St,Broadway & Berwyn Ave,41.903222,-87.634324,41.978353,-87.659753,casual
8286D943190759F2,classic_bike,9/1/2021 17:48,9/1/2021 17:55,Jefferson St & Monroe St,Halsted St & Polk St,41.880422,-87.642746,41.87184,-87.64664,member
8286D95AE54D2C1E,electric_bike,9/1/2021 8:51,9/1/2021 9:22,Western Ave & Division St,Broadway & Ridge Ave,41.9028535,-87.68742,41.98408567,-87.66047117,member
82876678991C0664,classic_bike,9/4/2021 18:12,9/4/2021 18:16,Wells St & Hubbard St,Kingsbury St & Erie St,41.889906,-87.634266,41.89380806,-87.64169723,member
82896CF546A2B24F,classic_bike,9/1/2021 20:14,9/1/2021 20:27,Lake Park Ave & 53rd St,Ellis Ave & 60th St,41.79949429,-87.5864499,41.78509715,-87.60107276,casual
828C6C1702F10412,classic_bike,9/4/2021 10:29,9/4/2021 11:05,Clark St & Wellington Ave,Theater on the Lake,41.93649682,-87.64753866,41.926277,-87.630834,casual
828CC7F87C376A8F,electric_bike,9/4/2021 10:10,9/4/2021 10:10,Sheffield Ave & Webster Ave,Sheffield Ave & Webster Ave,41.92170533,-87.65389433,41.92171883,-87.6538955,casual
828D6D00A7E92393,electric_bike,9/1/2021 17:34,9/1/2021 17:45,Aberdeen St & Randolph St,Ashland Ave & 13th St,41.88408783,-87.6543615,41.8652745,-87.66652233,casual
828D706F043F90F3,classic_bike,9/4/2021 18:17,9/4/2021 18:51,Southport Ave & Waveland Ave,Western Ave & Division St,41.94815,-87.66394,41.902893,-87.687275,casual
828DB76805888093,classic_bike,9/1/2021 11:14,9/1/2021 11:23,Paulina St & Flournoy St,Aberdeen St & Jackson Blvd,41.87295,-87.66913,41.87772613,-87.65478743,member
828DF6EFB603C5DB,classic_bike,9/4/2021 20:39,9/4/2021 21:02,Green St & Randolph St,Green St & Randolph St,41.883668,-87.64867,41.883668,-87.64867,casual
828DFE953B0C9119,electric_bike,9/1/2021 20:51,9/1/2021 21:04,,Richmond St & Diversey Ave,41.91,-87.71,41.93181983,-87.7012655,member
828FFADFC97BE551,classic_bike,9/1/2021 7:32,9/1/2021 7:43,Clark St & Lincoln Ave,Dearborn St & Erie St,41.915689,-87.6346,41.893992,-87.629318,member
829088442A5169E9,electric_bike,9/1/2021 13:02,9/1/2021 13:08,,University Ave & 57th St,41.8,-87.6,41.79150317,-87.60008317,member
829180AAC6456FE5,classic_bike,9/1/2021 18:39,9/1/2021 18:59,Sheridan Rd & Lawrence Ave,Sheffield Ave & Waveland Ave,41.969517,-87.654691,41.949399,-87.654529,casual
82931FD66F2FD2EA,electric_bike,9/1/2021 7:32,9/1/2021 7:35,Loomis St & Jackson Blvd,Aberdeen St & Jackson Blvd,41.87792783,-87.66202033,41.87775033,-87.65493767,member
829354DF201DA112,classic_bike,9/4/2021 11:06,9/4/2021 11:12,Ritchie Ct & Banks St,Clark St & North Ave,41.906866,-87.626217,41.911974,-87.631942,member
8293A4FB8AB4D619,electric_bike,9/1/2021 19:14,9/1/2021 19:38,,,41.9,-87.63,41.91,-87.71,casual
8295FB3FBF2B38F4,electric_bike,9/1/2021 12:53,9/1/2021 13:13,Canal St & Madison St,California Ave & Milwaukee Ave,41.8815065,-87.64028017,41.92255267,-87.69696383,member
82967560A4169493,classic_bike,9/1/2021 17:32,9/1/2021 17:45,Clinton St & Madison St,Halsted St & North Branch St,41.882242,-87.641066,41.89936844,-87.64847988,member
8296B51426927183,electric_bike,9/4/2021 22:55,9/4/2021 23:07,,Honore St & Division St,41.92,-87.7,41.903153,-87.67396467,casual
8297E3D1AFE043B0,classic_bike,9/1/2021 14:55,9/1/2021 15:12,Morgan St & Polk St,Loomis St & Lexington St,41.871737,-87.65103,41.872187,-87.661501,member
82983D403B7CC858,classic_bike,9/4/2021 3:37,9/4/2021 3:49,Desplaines St & Kinzie St,Rush St & Cedar St,41.88871604,-87.64444785,41.9023087,-87.62769053,casual
829842D51596D418,classic_bike,9/4/2021 20:45,9/4/2021 20:56,Wilton Ave & Belmont Ave,Clark St & Armitage Ave,41.94018,-87.65304,41.918306,-87.636282,member
82990613B3B74463,classic_bike,9/4/2021 20:42,9/4/2021 20:50,Clark St & Drummond Pl,Clark St & Lincoln Ave,41.931248,-87.644336,41.915689,-87.6346,member
829A71BEBBF3120E,electric_bike,9/1/2021 7:13,9/1/2021 7:24,,Damen Ave & Grand Ave,41.92,-87.69,41.89126867,-87.676884,member
829CD8880AAD9687,electric_bike,9/1/2021 17:53,9/1/2021 18:03,,,41.71,-87.66,41.73,-87.68,casual
829E612443769153,classic_bike,9/1/2021 23:36,9/1/2021 23:52,Wood St & Milwaukee Ave,Lakeview Ave & Fullerton Pkwy,41.907655,-87.672552,41.925858,-87.638973,casual
829E78B5A0B2D793,electric_bike,9/4/2021 14:53,9/4/2021 15:24,,Racine Ave & Randolph St,41.93,-87.73,41.88415983,-87.65700767,member
829F09779F3B1929,electric_bike,9/1/2021 9:15,9/1/2021 9:35,Pine Grove Ave & Waveland Ave,Streeter Dr & Grand Ave,41.94927483,-87.64656683,41.89226583,-87.612134,casual
829F37AB3A209579,electric_bike,9/4/2021 16:26,9/4/2021 17:00,DuSable Lake Shore Dr & Ohio St,Lakefront Trail & Wilson Ave,41.89250083,-87.6145115,41.956447,-87.644807,casual
82A0B927898A51D8,electric_bike,9/1/2021 15:04,9/1/2021 15:20,,Damen Ave & Cortland St,41.91,-87.72,41.91592217,-87.67723117,casual
82A426B081055F6D,electric_bike,9/4/2021 22:14,9/4/2021 23:04,Green St & Madison St,Broadway & Granville Ave,41.88186617,-87.64858367,41.99474533,-87.66011133,member
82A630C16BD1DA05,electric_bike,9/4/2021 0:36,9/4/2021 0:42,Kosciuszko Park,,41.9305885,-87.72385367,41.92,-87.72,casual
82A809A9503BDAC5,classic_bike,9/4/2021 18:27,9/4/2021 19:53,St. Clair St & Erie St,900 W Harrison St,41.89434514,-87.62279838,41.874754,-87.649807,casual
82A851A0A28BB9B2,classic_bike,9/4/2021 10:54,9/4/2021 11:00,Aberdeen St & Monroe St,Aberdeen St & Randolph St,41.880419,-87.655519,41.884114,-87.654264,casual
82A90336E1F34716,classic_bike,9/4/2021 16:33,9/4/2021 16:54,Wells St & Hubbard St,Clark St & Armitage Ave,41.889906,-87.634266,41.918306,-87.636282,casual
82AC42C094A21BB0,electric_bike,9/4/2021 23:02,9/4/2021 23:25,Broadway & Waveland Ave,Keystone Ave & Montrose Ave,41.94908017,-87.64853633,41.96107167,-87.728924,casual
82AC85FB3A001991,classic_bike,9/1/2021 17:09,9/1/2021 17:19,Clinton St & Madison St,Columbus Dr & Randolph St,41.882242,-87.641066,41.884728,-87.619521,member
82AD02C87044AB9C,classic_bike,9/1/2021 17:59,9/1/2021 18:06,Loomis St & Lexington St,Halsted St & Polk St,41.872187,-87.661501,41.87184,-87.64664,member
82ADF5B8AF0EED61,classic_bike,9/4/2021 13:41,9/4/2021 14:24,Lincoln Ave & Addison St,Canal St & Adams St,41.946176,-87.673308,41.879255,-87.639904,member
82AE4822E0CFE751,electric_bike,9/4/2021 18:05,9/4/2021 18:28,Southport Ave & Clybourn Ave,DuSable Lake Shore Dr & Monroe St,41.92078667,-87.66372367,41.88112483,-87.616738,member
82AEBFD984B7BF3D,classic_bike,9/1/2021 21:46,9/1/2021 21:50,Theater on the Lake,Lakeview Ave & Fullerton Pkwy,41.926277,-87.630834,41.925858,-87.638973,member
82AFA2BF185AC20E,classic_bike,9/4/2021 18:50,9/4/2021 19:02,Buckingham Fountain,Clinton St & Tilden St,41.87653519,-87.62047291,41.875885,-87.640795,member
82B120205BC3245C,classic_bike,9/4/2021 16:48,9/4/2021 18:54,Michigan Ave & Washington St,Sheridan Rd & Loyola Ave,41.88398406,-87.62468398,42.00104378,-87.66119824,casual
82B1E9AB51FAFF0E,classic_bike,9/4/2021 11:43,9/4/2021 11:57,Western Ave & Leland Ave,Talman Ave & Addison St,41.9663998,-87.68870428,41.94663583,-87.69461476,member
82B44759D2F36520,electric_bike,9/4/2021 5:47,9/4/2021 5:53,,,41.93,-87.7,41.92,-87.68,casual
82B9F32D53E272E0,electric_bike,9/4/2021 15:34,9/4/2021 15:42,Elston Ave & Cortland St,Lincoln Ave & Fullerton Ave,41.916422,-87.6668065,41.925882,-87.64925217,casual
82BB265D0BA2EEBD,classic_bike,9/4/2021 5:34,9/4/2021 5:42,Halsted St & Roscoe St,DuSable Lake Shore Dr & Diversey Pkwy,41.94367,-87.64895,41.932588,-87.636427,member
82BB49AEDA09F433,classic_bike,9/4/2021 13:22,9/4/2021 13:56,Broadway & Berwyn Ave,Greenview Ave & Fullerton Ave,41.978353,-87.659753,41.92533,-87.6658,member
82BCEC20A117533B,electric_bike,9/4/2021 12:33,9/4/2021 12:45,,Clark St & Lincoln Ave,41.9,-87.63,41.91568333,-87.63470083,member
82BF8E46A768FDF6,classic_bike,9/4/2021 14:12,9/4/2021 14:49,Fort Dearborn Dr & 31st St,Streeter Dr & Grand Ave,41.838556,-87.608218,41.892278,-87.612043,casual
82C126472C3372EE,classic_bike,9/4/2021 14:49,9/4/2021 15:05,MLK Jr Dr & 29th St,Fort Dearborn Dr & 31st St,41.842052,-87.617,41.838556,-87.608218,member
82C143D18989D189,classic_bike,9/1/2021 17:12,9/1/2021 17:23,Columbus Dr & Randolph St,Wabash Ave & Roosevelt Rd,41.884728,-87.619521,41.867227,-87.625961,member
82C2397D6968672A,classic_bike,9/4/2021 21:29,9/4/2021 22:51,Rush St & Hubbard St,Clinton St & Washington Blvd,41.890173,-87.626185,41.88338,-87.64117,casual
82C2E1B607330F54,classic_bike,9/4/2021 19:13,9/4/2021 19:27,Ogden Ave & Chicago Ave,Clinton St & Washington Blvd,41.89636246,-87.65406127,41.88338,-87.64117,casual
82C332DAD356F71A,electric_bike,9/1/2021 9:01,9/1/2021 9:04,Stetson Ave & South Water St,Franklin St & Lake St,41.88722083,-87.6218315,41.8855365,-87.63395333,casual
82C3D3239F2D0B5E,classic_bike,9/1/2021 17:43,9/1/2021 18:12,Damen Ave & Thomas St (Augusta Blvd),Halsted St & Roscoe St,41.901315,-87.677409,41.94367,-87.64895,member
82C59EC5FB0317CB,classic_bike,9/1/2021 17:26,9/1/2021 17:29,Bissell St & Armitage Ave,Sheffield Ave & Webster Ave,41.91844,-87.65222,41.92154,-87.653818,member
82C5C19AB028DAEA,electric_bike,9/4/2021 19:10,9/4/2021 19:14,,,41.79,-87.6,41.79,-87.6,member
82C6A44DF20E8E92,classic_bike,9/1/2021 11:01,9/1/2021 11:45,Lakefront Trail & Bryn Mawr Ave,Michigan Ave & Oak St,41.9840367,-87.65231047,41.90096039,-87.62377664,casual
82C6BA53E5454A27,electric_bike,9/1/2021 18:36,9/1/2021 18:39,New St & Illinois St,Streeter Dr & Grand Ave,41.89093317,-87.61801917,41.89212317,-87.61193117,member
82C894D263B3E35A,classic_bike,9/1/2021 20:38,9/1/2021 20:57,Greenview Ave & Fullerton Ave,Broadway & Barry Ave,41.92533,-87.6658,41.93758232,-87.64409781,casual
82CA32DDAD325E47,classic_bike,9/4/2021 17:34,9/4/2021 17:41,Rush St & Cedar St,Clark St & Schiller St,41.9023087,-87.62769053,41.907993,-87.631501,member
82CA5FD3241113E0,classic_bike,9/4/2021 23:43,9/5/2021 0:02,Aberdeen St & Randolph St,Milwaukee Ave & Wabansia Ave,41.884114,-87.654264,41.912616,-87.681391,member
82CC48781CD1C69D,classic_bike,9/1/2021 18:39,9/1/2021 18:45,Wells St & Evergreen Ave,Clark St & Lincoln Ave,41.906724,-87.63483,41.915689,-87.6346,member
82CCB29CAF23E2D7,classic_bike,9/1/2021 21:19,9/1/2021 21:26,Sedgwick St & Webster Ave,Sedgwick St & Schiller St,41.922167,-87.638888,41.907626,-87.638566,member
82CE01BA2D0E05F0,electric_bike,9/4/2021 15:09,9/4/2021 15:48,Wabash Ave & Grand Ave,Millennium Park,41.89134583,-87.62664167,41.88135567,-87.62412883,casual
82CE2B8B0CCFC49B,electric_bike,9/4/2021 23:33,9/5/2021 0:43,,,41.88,-87.62,41.74,-87.56,member
82CF088D18D43E1F,classic_bike,9/4/2021 18:16,9/4/2021 18:39,Dearborn St & Erie St,DuSable Lake Shore Dr & North Blvd,41.893992,-87.629318,41.911722,-87.626804,member
82CF22720B597E19,docked_bike,9/1/2021 15:44,9/1/2021 16:08,Clark St & Randolph St,Larrabee St & Webster Ave,41.884576,-87.63189,41.921822,-87.64414,casual
82D03B6E47FF1252,classic_bike,9/1/2021 17:34,9/1/2021 17:39,Dearborn St & Erie St,New St & Illinois St,41.893992,-87.629318,41.89084704,-87.61861682,member
82D125B05F1A0FED,electric_bike,9/4/2021 22:20,9/4/2021 22:42,Canal St & Harrison St,Financial Pl & Ida B Wells Dr,41.87425467,-87.63954417,41.8748965,-87.63315617,member
82D15A724CCD449B,classic_bike,9/4/2021 19:12,9/4/2021 19:15,Clinton St & Madison St,LaSalle St & Washington St,41.882242,-87.641066,41.882664,-87.63253,member
82D399EB506C719E,classic_bike,9/1/2021 7:34,9/1/2021 7:44,Sheffield Ave & Wrightwood Ave,Clark St & Lincoln Ave,41.928712,-87.653833,41.915689,-87.6346,casual
82D3E196F4634C67,classic_bike,9/1/2021 9:28,9/1/2021 9:30,Ashland Ave & Division St,Noble St & Milwaukee Ave,41.90345,-87.667747,41.90068,-87.6626,member
82D545D7D18E868F,classic_bike,9/4/2021 15:02,9/4/2021 15:39,Michigan Ave & Oak St,Millennium Park,41.90096039,-87.62377664,41.8810317,-87.62408432,casual
82D55341E2160FF8,electric_bike,9/4/2021 10:57,9/4/2021 11:04,,,41.79,-87.6,41.79,-87.6,member
82D561DDD6288199,electric_bike,9/4/2021 1:07,9/4/2021 1:23,,,41.69,-87.64,41.68,-87.64,member
82D752D99FEF59D0,electric_bike,9/1/2021 7:53,9/1/2021 8:04,Paulina St & Flournoy St,,41.873341,-87.6690465,41.88,-87.65,member
82D99BF495D7E74E,classic_bike,9/4/2021 9:32,9/4/2021 9:58,Lakefront Trail & Bryn Mawr Ave,Lakefront Trail & Wilson Ave,41.9840367,-87.65231047,41.965845,-87.645361,member
82DBFEB72D207B4B,electric_bike,9/1/2021 14:54,9/1/2021 15:00,Franklin St & Chicago Ave,Rush St & Superior St,41.89683633,-87.63578417,41.89568717,-87.62745267,member
82DDADA852D2D699,classic_bike,9/1/2021 14:42,9/1/2021 14:54,Racine Ave & Congress Pkwy,Halsted St & Maxwell St,41.87464,-87.65703,41.864883,-87.647071,member
82E0537025405390,classic_bike,9/1/2021 7:29,9/1/2021 7:33,Racine Ave & Washington Blvd,Green St & Madison St,41.883073,-87.656952,41.881892,-87.648789,member
82E19323E64059C1,electric_bike,9/1/2021 15:28,9/1/2021 15:33,,Kimbark Ave & 53rd St,41.79,-87.59,41.79947417,-87.59477267,member
82E1A7A97AE6867A,classic_bike,9/4/2021 22:16,9/4/2021 22:24,Green St & Randolph St,Franklin St & Illinois St,41.883668,-87.64867,41.89102331,-87.63547987,casual
82E24DA71CBF1C57,classic_bike,9/1/2021 18:25,9/1/2021 18:56,Streeter Dr & Grand Ave,DuSable Lake Shore Dr & Wellington Ave,41.892278,-87.612043,41.93668845,-87.63682902,member
82E31CE31E49F58D,electric_bike,9/4/2021 8:36,9/4/2021 8:44,Damen Ave & Cortland St,Damen Ave & Wellington Ave,41.91598533,-87.67731383,41.935871,-87.678434,member
82E3AF1D577A8103,electric_bike,9/1/2021 18:45,9/1/2021 19:05,Broadway & Barry Ave,Ashland Ave & Augusta Blvd,41.93754883,-87.6442195,41.8996335,-87.66842683,member
82E3F0FAB071F6DD,classic_bike,9/1/2021 18:20,9/1/2021 18:42,Damen Ave & Pierce Ave,DuSable Lake Shore Dr & North Blvd,41.90939601,-87.67769193,41.911722,-87.626804,casual
82E6410FEBDA31E9,classic_bike,9/1/2021 15:31,9/1/2021 15:41,Oakley Ave & Irving Park Rd,Leavitt St & Lawrence Ave,41.95434085,-87.68607962,41.968885,-87.684001,member
82E7D6CB4EA9A911,classic_bike,9/4/2021 16:17,9/4/2021 17:11,Streeter Dr & Grand Ave,Millennium Park,41.892278,-87.612043,41.8810317,-87.62408432,casual
82E8682E2E0221C8,classic_bike,9/1/2021 6:22,9/1/2021 6:33,Dearborn St & Erie St,Clark St & Lincoln Ave,41.893992,-87.629318,41.915689,-87.6346,member
82E90B0175804328,classic_bike,9/1/2021 12:21,9/1/2021 12:26,Damen Ave & Cortland St,Elston Ave & Cortland St,41.915983,-87.677335,41.91643343,-87.66674638,casual
82EAA310F33E0D50,classic_bike,9/1/2021 13:47,9/1/2021 14:02,Wabash Ave & Roosevelt Rd,Clinton St & Roosevelt Rd,41.867227,-87.625961,41.86711778,-87.64108796,member
82EB5D8D5FF8E62A,classic_bike,9/4/2021 16:31,9/4/2021 16:56,Damen Ave & Grand Ave,Milwaukee Ave & Grand Ave,41.89126435,-87.67684221,41.891578,-87.648384,casual
82EBB2818CFE61F4,classic_bike,9/4/2021 12:54,9/4/2021 13:26,Kedzie Ave & Palmer Ct,Clark St & Newport St,41.921525,-87.707322,41.94454,-87.654678,casual
82ECA880565167A9,docked_bike,9/1/2021 17:42,9/1/2021 18:10,Sedgwick St & Webster Ave,Clark St & Lake St,41.922167,-87.638888,41.886021,-87.630876,casual
82ED50A8B34B54A0,classic_bike,9/1/2021 7:42,9/1/2021 7:49,Wells St & Huron St,Franklin St & Adams St (Temp),41.894722,-87.634362,41.87943409,-87.63550401,member
82EECD53C9EAE5B0,classic_bike,9/1/2021 10:16,9/1/2021 10:33,Broadway & Barry Ave,Damen Ave & Clybourn Ave,41.93758232,-87.64409781,41.931931,-87.677856,member
82EF16847EDD64FC,classic_bike,9/1/2021 12:36,9/1/2021 12:42,Dayton St & North Ave,Sedgwick St & North Ave,41.91057803,-87.64942193,41.911386,-87.638677,member
82EFA38947398672,classic_bike,9/4/2021 11:34,9/4/2021 11:43,State St & Kinzie St,Desplaines St & Kinzie St,41.889187,-87.627754,41.88871604,-87.64444785,member
82EFAF39007E0BC7,classic_bike,9/4/2021 13:27,9/4/2021 14:19,Calumet Ave & 21st St,Shore Dr & 55th St,41.85418425,-87.61915374,41.795212,-87.580715,casual
